source	disposition	target_or_reason
gating-instruction-must-lead-the-message-notifications-truncate	DROP	overlaps existing mention/truncation-discipline themes
general-fix-can-conflate-similar-shaped-different-cases	DUP	agent/memory/build/general-fix-can-conflate-similar-shaped-different-cases.md (checked-in copy current; no fold)
get-transcript-limit-does-not-bound-the-response	DUP	CLAUDE.md (NEVER call get_transcript section)
git-author-not-per-agent	DUP	agent/memory/fleet/git-author-not-per-agent.md (checked-in copy current; no fold)
git-checkout-ref-dot-silently-reverts-uncommitted-edits-worktree-wide	DUP	agent/memory/fleet/git-checkout-ref-dot-silently-reverts-uncommitted-edits-worktree-wide.md (checked-in copy current; no fold)
git-diff-check-on-a-clean-worktree-compares-nothing-and-passes-vacuously	DUP	agent/memory/fleet/a-negative-check-passes-for-any-reason-so-it-needs-a-positive-control.md
git-diff-stat-always-exits-0-use-quiet-for-an-emptiness-test	DUP	agent/memory/fleet/a-negative-check-passes-for-any-reason-so-it-needs-a-positive-control.md
git-diff-stat-on-an-unstaged-tree-omits-untracked-files-read-the-stat-off-the-commit	DROP	overlaps existing git-instrument-measures-wrong-object family
git-request-sha-must-be-verified-on-origin-before-publishing	DUP	agent/memory/fleet/scripted-publisher-target-is-head-branch-never-main.md
git-rev-parse-sha-colon-path-fails-open-on-a-wrong-path	DROP	proposed for promotion, not taken: false as stated: rev-parse exits 128 on a bad path (it echoes the argument, not the commit SHA); the cat-file -e advice is ordinary
git-show-is-parent-relative-but-a-squash-lands-the-merge-base-diff	DUP	agent/memory/fleet/a-git-query-answers-a-different-question-correctly-and-never-errors.md
git-stash-stack-is-shared-across-every-worktree	DUP	agent/COORDINATION.md §12a
green-vs-green-does-not-confirm-a-fix	DUP	agent/memory/build/green-vs-green-does-not-confirm-a-fix.md (checked-in copy current; no fold)
grep-ken-sources-misses-rust-emitted-prelude	DUP	July migration: agent/memory/fleet/grep-rust-prelude-emission-for-landedness.md
grep-ledger-is-blind-downstream-of-an-import	DROP	narrow single-incident, overlaps aliasing-blind-grep themes
grep-the-producer-not-the-cited-proxy	DUP	agent/memory/fleet/grep-the-producer-not-the-cited-proxy.md (checked-in copy current; no fold)
grepping-a-seats-pane-for-the-kickoff-text-is-not-a-delivery-detector	DUP	agent/memory/fleet/verify-a-tmux-rouse-actually-submitted.md
grounding-a-fabricated-citation-two-failure-modes	DUP	agent/memory/enclave/grounding-a-fabricated-citation-two-failure-modes.md (checked-in copy current; no fold)
guard-a-closed-roster-in-the-direction-that-fails-open	DUP	agent/memory/fleet/a-type-check-cannot-distinguish-two-fields-that-share-a-type.md
hand-a-predicate-not-an-enumeration-a-list-cannot-report-being-incomplete	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
hand-built-elim-motive-and-method-gotchas	DUP	agent/memory/teams/kernel/hand-built-elim-motive-and-method-gotchas.md (checked-in copy current; no fold)
handoff-gate-hard-reset-destroys-uncommitted-seat-work	DUP	agent/memory/roles/steward/steward-work-is-stale-immediately-after-every-publish.md
handoff-is-not-done-review-loop-on-my-spec	DUP	agent/memory/roles/spec-author/handoff-is-not-done-review-loop-on-my-spec.md (checked-in copy current; no fold)
handoff-scope-count-must-match-full-thread	DUP	agent/memory/fleet/handoff-scope-count-must-match-full-thread.md (checked-in copy current; no fold)
held-branch-scaffolding-is-load-bearing-evidence	DUP	agent/memory/fleet/held-branch-scaffolding-is-load-bearing-evidence.md (checked-in copy current; no fold)
held-wp-unfreeze-is-a-semantic-rebase-rederive-anchors	DROP	narrow WP-unfreeze/frozen-hash procedure specific to one campaign
higher-kinded-class-param-and-funext-definitional	DUP	agent/memory/enclave/higher-kinded-class-param-and-funext-definitional.md (checked-in copy current; no fold)
holds-reasoning-and-verdicts-index	DROP	index file (injected MEMORY.md or a sub-index); no lesson content
honour-a-falsifier-in-the-case-where-nobody-would-have-caught-you	DROP	single-incident self-falsifier narrative, too specific to generalize
how-many-of-n-is-worthless-until-you-know-the-n-are-independent	DROP	proposed for promotion, not taken: covered by CHECKS.md#6 and enclave/count-the-population-before-you-place-it-inside-a-mechanism.md
i-can-read-it-is-not-it-is-released-shared-object-db-defeats-every-local-check	DUP	agent/memory/fleet/every-verification-instrument-passes-on-a-candidate-that-was-never-pushed.md
i-carried-unbounded-as-a-fact-about-a-file-i-never-opened	DROP	single-incident checkpoint-carrying narrative, not generalizable
i-enumerated-the-statements-of-a-rule-and-missed-the-enforcements-of-it	DROP	proposed for promotion, not taken: covered by CHECKS.md#3 (sweep by mechanism as well as by name)
i-flagged-a-defect-shape-four-times-then-reasoned-from-an-instance-of-it	DUP	agent/memory/CHECKS.md (run-the-check-not-recall-it preamble)
i-let-a-regex-define-the-population-and-it-excluded-digits	DUP	agent/memory/roles/adversary/anchor-a-claim-census-to-position-and-validate-it-against-a-reference-count.md
i-named-the-mechanism-and-prescribed-a-comment-when-the-remedy-was-a-mutation	DUP	agent/memory/roles/adversary/disable-the-mutation-mechanism-to-find-vacuous-controls.md
i-ordered-a-name-to-settle-an-identity-question-when-the-system-already-carried-the-identity	DROP	single-incident identity/naming narrative
i-reach-for-a-decorative-glyph-exactly-when-i-most-want-to-be-read	DROP	rule already fully stated in CLAUDE.md itself
i-refused-to-guess-between-two-arms-while-assuming-the-premise-they-shared	DUP	agent/memory/roles/adversary/differential-oracle-is-blind-to-a-shared-premise.md
i-said-routed-when-i-had-only-posted	DUP	agent/memory/enclave/enclave-ruling-in-thread-is-not-a-durable-deliverable.md
i-strengthened-an-ac-to-close-a-vacuity-class-and-the-strengthened-form-was-still-vacuous	DUP	agent/memory/roles/adversary/disable-the-mutation-mechanism-to-find-vacuous-controls.md
i-used-an-established-name-for-a-different-object	DROP	single-incident naming-collision narrative in one tracked node
i-verified-the-coordinates-twice-and-never-the-predicate	DROP	single-incident citation-verification narrative
identical-effect-traces-with-different-exit-status-localize-a-defect-to-the-terminal-step	DROP	narrow native/interp debugging technique tied to one incident
identifiers-are-claim-artifacts-and-go-stale-like-prose	DROP	single-incident naming/staleness narrative
idle-claude-pane-prompt-line-can-be-suggestion-ghost-text	DUP	agent/memory/fleet/pane-suggestion-text-is-not-agent-state.md
idle-pane-cannot-distinguish-handed-off-from-stalled	DUP	agent/memory/fleet/re-read-latest-events-immediately-before-a-stall-nudge.md
if-it-ever-fires-it-is-a-finding-is-an-unreachability-claim-and-a-green-suite-is-the-wrong-warrant	DUP	agent/memory/CHECKS.md#8
ignore-label-names-blocking-defect-not-reified-value-ground-value-and-path-before-wiring-a-closure-dependency	DROP	single-incident campaign-specific row triage (PX8)
ignored-test-difficulty-is-the-signal-not-evidence-the-objective-is-unreachable	OPERATOR	listed for the Steward (not placed in the corpus)
in-an-ab-mutation-proof-the-informative-side-is-the-one-that-greens	DUP	agent/memory/build/green-vs-green-does-not-confirm-a-fix.md
inserting-a-test-before-an-existing-one-silently-splits-its-doc-comment	PROMOTE	new agent/memory/build/rust-comments-and-attributes-are-not-inert.md
instance-keying-one-side-of-a-chain-leaves-the-other-side-fail-open	DROP	single-incident chain-identity-keying narrative
instruction-to-resume-finished-work-is-a-stale-read-signature	DUP	agent/memory/fleet/re-read-latest-events-immediately-before-a-stall-nudge.md
instrument-and-coordinate-failures-index	DROP	index file (injected MEMORY.md or a sub-index); no lesson content
instruments-and-the-defect-can-share-a-common-cause	DUP	agent/memory/CHECKS.md#1
integrator-seat-retired-never-reseat	OPERATOR	listed for the Steward (not placed in the corpus)
intersection-test-self-fires-when-run-against-post-merge-main	DUP	agent/memory/roles/steward/stale-base-candidate-silently-reverts-everything-landed-since.md
invention-in-costume-hunt-verify-denotation-matches-the-reference-by-coinciding-normal-forms	DROP	campaign-specific historical record, narrow future applicability
isolate-executed-vs-present-before-naming-perf-cause	DUP	agent/memory/build/qa/isolate-executed-vs-present-before-naming-perf-cause.md (checked-in copy current; no fold)
isolate-mechanism-from-orthogonal-fail-closed-gates	DUP	agent/memory/build/qa/isolate-mechanism-from-orthogonal-fail-closed-gates.md (checked-in copy current; no fold)
item-enumerator-omitting-impl-misclassifies-production-as-test	DUP	agent/memory/roles/adversary/anchor-a-claim-census-to-position-and-validate-it-against-a-reference-count.md
judgment-log-is-autonomous-window-discipline	OPERATOR	listed for the Steward (not placed in the corpus)
k5-top-bottom-intro-elim-kernel-gap	DUP	July migration: agent/memory/teams/kernel/kernel-completeness-gap-shapes.md (+ trust-root-reduction-change-needs-full-workspace-gate.md for K7's review-discipline finding) (July target, since retired or merged)
k6-conv-struct-eq-congruence-gap	DUP	July migration: agent/memory/teams/kernel/kernel-completeness-gap-shapes.md (+ trust-root-reduction-change-needs-full-workspace-gate.md for K7's review-discipline finding) (July target, since retired or merged)
k7-eq-at-inductive-operand-whnf-gap	DUP	July migration: agent/memory/teams/kernel/kernel-completeness-gap-shapes.md (+ trust-root-reduction-change-needs-full-workspace-gate.md for K7's review-discipline finding) (July target, since retired or merged)
ken-cargo-workspace-does-not-match-ci-locked-for-rejection-changes	DROP	superseded by current no-full-local-workspace-test operator policy
ken-closed-equal-eq-goal-whnfs-to-top-use-proved-not-refl	DUP	agent/memory/enclave/tt-vs-refl-endpoint-rule-for-inductive-equal-law-bases.md
ken-dependent-inversion-put-hypothesis-in-return-type-pi	DROP	narrow single-idiom Ken proof-authoring technique
ken-module-pub-data-is-abstract-export-only-constructors-hidden-and-the-defining-module-must-stay-transparent	DROP	bug report tied to specific line numbers, may already be fixed
ken-publication-pub-proof-needs-pub-fn-and-attached-proofs-travel-with-the-function-selector	DROP	narrow Ken-publication technical finding, one mechanism
ken-record-index-sigma-decomposition-comes-from-synthesis-not-whnf-of-a-raw-data-eq	DROP	single-incident, tied to specific line numbers likely to drift
ken-recursive-result-for-is-former-nested-ih-not-direct-recursion	DROP	narrow single-idiom Ken proof-authoring confusion
kernel-backed-claim-grep-the-emission-not-the-name	DUP	agent/memory/enclave/kernel-backed-claim-grep-the-emission-not-the-name.md (checked-in copy current; no fold)
kernel-backed-obligation-certificate-vs-discrimination	DUP	agent/memory/enclave/kernel-backed-obligation-certificate-vs-discrimination.md (checked-in copy current; no fold)
kernel-conv-arm-reachability-is-the-reducer-guard-not-the-neutral-rebuild-arm	DROP	narrow kernel-review method, adjacent to existing K5-7 shapes lesson
kernel-rejects-is-completeness-fix-is-where-soundness-converts	DUP	agent/memory/enclave/kernel-rejects-is-completeness-fix-is-where-soundness-converts.md (checked-in copy current; no fold)
kernel-soundness-and-proof-construction-index	DROP	index file (injected MEMORY.md or a sub-index); no lesson content
kernel-term-variant-gate-check-bespoke-non-enum-surfaces	DROP	adjacent to exhaustive-term-traversals.md, not independently generalizing
keyword-purity-agreement-fn-proc	OPERATOR	operator ruling; July migration dropped it (listed for the Steward)
kick-each-wp-as-standalone-mention-led-message	DROP	single-incident coordination narrative, genre covered by mention-discipline.md
kick-the-team-on-the-landed-sha-never-the-routed-one	DUP	agent/memory/roles/steward/a-durability-claim-in-an-artifact-was-never-checked-against-origin.md
label-which-numbers-you-chose-and-which-you-measured	DUP	agent/memory/fleet/a-number-sound-as-a-measurement-is-not-sound-as-a-criterion.md
landing-a-config-change-on-main-does-not-apply-it-the-consumer-reads-a-working-tree	PROMOTE	new agent/memory/fleet/landing-a-config-change-on-main-does-not-apply-it-the-consumer-reads-a-working-tree.md
lane2-fo-checker-soundness-then-language-surface-syntax	DROP	stale campaign log, superseded per own header note (roster authority is lanes.md)
laundered-citation-authority	DUP	agent/memory/enclave/laundered-citation-authority.md (checked-in copy current; no fold)
lawful-class-instances-must-carry-law-proofs	DROP	July migration already dropped it: superseded -- long ES4-lawproofs/lawful-classes campaign narrative; durable findings indep
layer-dependent-pin-at-unconditional-layer	DUP	agent/memory/enclave/layer-dependent-pin-at-unconditional-layer.md (checked-in copy current; no fold)
leader-relays-frame-citations-must-reverify-too	DUP	agent/memory/roles/spec-leader/leader-relays-frame-citations-must-reverify-too.md (checked-in copy current; no fold)
leader-since-window-blindness-on-decision-votes	DUP	agent/memory/build/leaders/leader-since-window-blindness-on-decision-votes.md (checked-in copy current; no fold)
libtest-reports-ok-for-zero-executed-tests-so-a-green-probe-may-have-run-nothing	DUP	agent/memory/fleet/no-error-in-the-output-passes-when-there-is-no-output.md
line-closure-check-must-compare-whole-files-not-diff-hunks	DUP	agent/memory/roles/adversary/line-closure-check-must-compare-whole-files-not-diff-hunks.md (checked-in copy current; no fold)
live-review-candidate-goes-stale-reanchor-sha	DUP	agent/memory/fleet/live-review-candidate-goes-stale-reanchor-sha.md (drift folded into it)
llm-proxy-is-build-tier-only-anthropic-runs-direct	DUP	agent/memory/roles/steward/llm-proxy-is-build-tier-only-anthropic-runs-direct.md (checked-in copy current; no fold)
local-gates-need-umask-022-on-this-box	DROP	real devcontainer env quirk, narrow, single-box; staying conservative
locked-conformance-row-needs-full-absolute-matrix-not-a-discriminator	DROP	proposed for promotion, not taken: conformance-validator seat-local; conformance playbook covers locked rows
